文件名	全国图鉴编号	形态编号	性别编号	极巨化状态	霜奶仙编号	前后状态	异色状态	神奇宝贝百科编号
poke_icon_0776_000_mf_n_00000000_f_n^u.png	776	0	mf	n	00000000	f	n	776
poke_icon_0777_000_mf_n_00000000_f_n^u.png	777	0	mf	n	00000000	f	n	777
poke_icon_0778_000_mf_n_00000000_f_n^u.png	778	0	mf	n	00000000	f	n	778
poke_icon_0778_001_mf_n_00000000_f_n^u.png	778	1	mf	n	00000000	f	n	778B
poke_icon_0779_000_mf_n_00000000_f_n^u.png	779	0	mf	n	00000000	f	n	779
poke_icon_0780_000_mf_n_00000000_f_n^u.png	780	0	mf	n	00000000	f	n	780
poke_icon_0781_000_uk_n_00000000_f_n^u.png	781	0	uk	n	00000000	f	n	781
poke_icon_0782_000_mf_n_00000000_f_n^u.png	782	0	mf	n	00000000	f	n	782
poke_icon_0783_000_mf_n_00000000_f_n^u.png	783	0	mf	n	00000000	f	n	783
poke_icon_0784_000_mf_n_00000000_f_n^u.png	784	0	mf	n	00000000	f	n	784
poke_icon_0785_000_uk_n_00000000_f_n^u.png	785	0	uk	n	00000000	f	n	785
poke_icon_0786_000_uk_n_00000000_f_n^u.png	786	0	uk	n	00000000	f	n	786
poke_icon_0787_000_uk_n_00000000_f_n^u.png	787	0	uk	n	00000000	f	n	787
poke_icon_0788_000_uk_n_00000000_f_n^u.png	788	0	uk	n	00000000	f	n	788
poke_icon_0789_000_uk_n_00000000_f_n^u.png	789	0	uk	n	00000000	f	n	789
poke_icon_0790_000_uk_n_00000000_f_n^u.png	790	0	uk	n	00000000	f	n	790
poke_icon_0791_000_uk_n_00000000_f_n^u.png	791	0	uk	n	00000000	f	n	791
poke_icon_0792_000_uk_n_00000000_f_n^u.png	792	0	uk	n	00000000	f	n	792
poke_icon_0793_000_uk_n_00000000_f_n^u.png	793	0	uk	n	00000000	f	n	793
poke_icon_0794_000_uk_n_00000000_f_n^u.png	794	0	uk	n	00000000	f	n	794
poke_icon_0795_000_uk_n_00000000_f_n^u.png	795	0	uk	n	00000000	f	n	795
poke_icon_0796_000_uk_n_00000000_f_n^u.png	796	0	uk	n	00000000	f	n	796
poke_icon_0797_000_uk_n_00000000_f_n^u.png	797	0	uk	n	00000000	f	n	797
poke_icon_0798_000_uk_n_00000000_f_n^u.png	798	0	uk	n	00000000	f	n	798
poke_icon_0799_000_uk_n_00000000_f_n^u.png	799	0	uk	n	00000000	f	n	799
poke_icon_0800_000_uk_n_00000000_f_n^u.png	800	0	uk	n	00000000	f	n	800
poke_icon_0800_001_uk_n_00000000_f_n^u.png	800	1	uk	n	00000000	f	n	800DM
poke_icon_0800_002_uk_n_00000000_f_n^u.png	800	2	uk	n	00000000	f	n	800DW
poke_icon_0800_003_uk_n_00000000_f_n^u.png	800	3	uk	n	00000000	f	n	800U
poke_icon_0801_000_uk_n_00000000_f_n^u.png	801	0	uk	n	00000000	f	n	801
poke_icon_0801_001_uk_n_00000000_f_n^u.png	801	1	uk	n	00000000	f	n	801O
poke_icon_0802_000_uk_n_00000000_f_n^u.png	802	0	uk	n	00000000	f	n	802
poke_icon_0803_000_uk_n_00000000_f_n^u.png	803	0	uk	n	00000000	f	n	803
poke_icon_0804_000_uk_n_00000000_f_n^u.png	804	0	uk	n	00000000	f	n	804
poke_icon_0805_000_uk_n_00000000_f_n^u.png	805	0	uk	n	00000000	f	n	805
poke_icon_0806_000_uk_n_00000000_f_n^u.png	806	0	uk	n	00000000	f	n	806
poke_icon_0807_000_uk_n_00000000_f_n^u.png	807	0	uk	n	00000000	f	n	807
poke_icon_0808_000_uk_n_00000000_f_n^u.png	808	0	uk	n	00000000	f	n	808
poke_icon_0809_000_uk_g_00000000_f_n^u.png	809	0	uk	g	00000000	f	n	809GM
poke_icon_0809_000_uk_n_00000000_f_n^u.png	809	0	uk	n	00000000	f	n	809
poke_icon_0810_000_mf_n_00000000_f_n^u.png	810	0	mf	n	00000000	f	n	810
poke_icon_0811_000_mf_n_00000000_f_n^u.png	811	0	mf	n	00000000	f	n	811
poke_icon_0812_000_mf_g_00000000_f_n^u.png	812	0	mf	g	00000000	f	n	812GM
poke_icon_0812_000_mf_n_00000000_f_n^u.png	812	0	mf	n	00000000	f	n	812
poke_icon_0813_000_mf_n_00000000_f_n^u.png	813	0	mf	n	00000000	f	n	813
poke_icon_0814_000_mf_n_00000000_f_n^u.png	814	0	mf	n	00000000	f	n	814
poke_icon_0815_000_mf_g_00000000_f_n^u.png	815	0	mf	g	00000000	f	n	815GM
poke_icon_0815_000_mf_n_00000000_f_n^u.png	815	0	mf	n	00000000	f	n	815
poke_icon_0816_000_mf_n_00000000_f_n^u.png	816	0	mf	n	00000000	f	n	816
poke_icon_0817_000_mf_n_00000000_f_n^u.png	817	0	mf	n	00000000	f	n	817
poke_icon_0818_000_mf_g_00000000_f_n^u.png	818	0	mf	g	00000000	f	n	818GM
poke_icon_0818_000_mf_n_00000000_f_n^u.png	818	0	mf	n	00000000	f	n	818
poke_icon_0819_000_mf_n_00000000_f_n^u.png	819	0	mf	n	00000000	f	n	819
poke_icon_0820_000_mf_n_00000000_f_n^u.png	820	0	mf	n	00000000	f	n	820
poke_icon_0821_000_mf_n_00000000_f_n^u.png	821	0	mf	n	00000000	f	n	821
poke_icon_0822_000_mf_n_00000000_f_n^u.png	822	0	mf	n	00000000	f	n	822
poke_icon_0823_000_mf_g_00000000_f_n^u.png	823	0	mf	g	00000000	f	n	823GM
poke_icon_0823_000_mf_n_00000000_f_n^u.png	823	0	mf	n	00000000	f	n	823
poke_icon_0824_000_mf_n_00000000_f_n^u.png	824	0	mf	n	00000000	f	n	824
poke_icon_0825_000_mf_n_00000000_f_n^u.png	825	0	mf	n	00000000	f	n	825
poke_icon_0826_000_mf_g_00000000_f_n^u.png	826	0	mf	g	00000000	f	n	826GM
poke_icon_0826_000_mf_n_00000000_f_n^u.png	826	0	mf	n	00000000	f	n	826
poke_icon_0827_000_mf_n_00000000_f_n^u.png	827	0	mf	n	00000000	f	n	827
poke_icon_0828_000_mf_n_00000000_f_n^u.png	828	0	mf	n	00000000	f	n	828
poke_icon_0829_000_mf_n_00000000_f_n^u.png	829	0	mf	n	00000000	f	n	829
poke_icon_0830_000_mf_n_00000000_f_n^u.png	830	0	mf	n	00000000	f	n	830
poke_icon_0831_000_mf_n_00000000_f_n^u.png	831	0	mf	n	00000000	f	n	831
poke_icon_0832_000_mf_n_00000000_f_n^u.png	832	0	mf	n	00000000	f	n	832
poke_icon_0833_000_mf_n_00000000_f_n^u.png	833	0	mf	n	00000000	f	n	833
poke_icon_0834_000_mf_g_00000000_f_n^u.png	834	0	mf	g	00000000	f	n	834GM
poke_icon_0834_000_mf_n_00000000_f_n^u.png	834	0	mf	n	00000000	f	n	834
poke_icon_0835_000_mf_n_00000000_f_n^u.png	835	0	mf	n	00000000	f	n	835
poke_icon_0836_000_mf_n_00000000_f_n^u.png	836	0	mf	n	00000000	f	n	836
poke_icon_0837_000_mf_n_00000000_f_n^u.png	837	0	mf	n	00000000	f	n	837
poke_icon_0838_000_mf_n_00000000_f_n^u.png	838	0	mf	n	00000000	f	n	838
poke_icon_0839_000_mf_g_00000000_f_n^u.png	839	0	mf	g	00000000	f	n	839GM
poke_icon_0839_000_mf_n_00000000_f_n^u.png	839	0	mf	n	00000000	f	n	839
poke_icon_0840_000_mf_n_00000000_f_n^u.png	840	0	mf	n	00000000	f	n	840
poke_icon_0841_000_mf_g_00000000_f_n^u.png	841	0	mf	g	00000000	f	n	841GM
poke_icon_0841_000_mf_n_00000000_f_n^u.png	841	0	mf	n	00000000	f	n	841
poke_icon_0842_000_mf_g_00000000_f_n^u.png	842	0	mf	g	00000000	f	n	842GM
poke_icon_0842_000_mf_n_00000000_f_n^u.png	842	0	mf	n	00000000	f	n	842
poke_icon_0843_000_mf_n_00000000_f_n^u.png	843	0	mf	n	00000000	f	n	843
poke_icon_0844_000_mf_g_00000000_f_n^u.png	844	0	mf	g	00000000	f	n	844GM
poke_icon_0844_000_mf_n_00000000_f_n^u.png	844	0	mf	n	00000000	f	n	844
poke_icon_0845_000_mf_n_00000000_f_n^u.png	845	0	mf	n	00000000	f	n	845
poke_icon_0845_001_mf_n_00000000_f_n^u.png	845	1	mf	n	00000000	f	n	845Gu
poke_icon_0845_002_mf_n_00000000_f_n^u.png	845	2	mf	n	00000000	f	n	845Go
poke_icon_0846_000_mf_n_00000000_f_n^u.png	846	0	mf	n	00000000	f	n	846
poke_icon_0847_000_mf_n_00000000_f_n^u.png	847	0	mf	n	00000000	f	n	847
poke_icon_0848_000_mf_n_00000000_f_n^u.png	848	0	mf	n	00000000	f	n	848
poke_icon_0849_000_mf_g_00000000_f_n^u.png	849	0	mf	g	00000000	f	n	849GM
poke_icon_0849_000_mf_n_00000000_f_n^u.png	849	0	mf	n	00000000	f	n	849
poke_icon_0849_001_mf_n_00000000_f_n^u.png	849	1	mf	n	00000000	f	n	849L
poke_icon_0850_000_mf_n_00000000_f_n^u.png	850	0	mf	n	00000000	f	n	850
poke_icon_0851_000_mf_g_00000000_f_n^u.png	851	0	mf	g	00000000	f	n	851GM
poke_icon_0851_000_mf_n_00000000_f_n^u.png	851	0	mf	n	00000000	f	n	851
poke_icon_0852_000_mf_n_00000000_f_n^u.png	852	0	mf	n	00000000	f	n	852
poke_icon_0853_000_mf_n_00000000_f_n^u.png	853	0	mf	n	00000000	f	n	853
poke_icon_0854_000_uk_n_00000000_f_n^u.png	854	0	uk	n	00000000	f	n	854
poke_icon_0855_000_uk_n_00000000_f_n^u.png	855	0	uk	n	00000000	f	n	855
poke_icon_0856_000_fo_n_00000000_f_n^u.png	856	0	fo	n	00000000	f	n	856
poke_icon_0857_000_fo_n_00000000_f_n^u.png	857	0	fo	n	00000000	f	n	857
poke_icon_0858_000_fo_g_00000000_f_n^u.png	858	0	fo	g	00000000	f	n	858GM
poke_icon_0858_000_fo_n_00000000_f_n^u.png	858	0	fo	n	00000000	f	n	858
poke_icon_0859_000_mo_n_00000000_f_n^u.png	859	0	mo	n	00000000	f	n	859
poke_icon_0860_000_mo_n_00000000_f_n^u.png	860	0	mo	n	00000000	f	n	860
poke_icon_0861_000_mo_g_00000000_f_n^u.png	861	0	mo	g	00000000	f	n	861GM
poke_icon_0861_000_mo_n_00000000_f_n^u.png	861	0	mo	n	00000000	f	n	861
poke_icon_0862_000_mf_n_00000000_f_n^u.png	862	0	mf	n	00000000	f	n	862
poke_icon_0863_000_mf_n_00000000_f_n^u.png	863	0	mf	n	00000000	f	n	863
poke_icon_0864_000_mf_n_00000000_f_n^u.png	864	0	mf	n	00000000	f	n	864
poke_icon_0865_000_mf_n_00000000_f_n^u.png	865	0	mf	n	00000000	f	n	865
poke_icon_0866_000_mf_n_00000000_f_n^u.png	866	0	mf	n	00000000	f	n	866
poke_icon_0867_000_mf_n_00000000_f_n^u.png	867	0	mf	n	00000000	f	n	867
poke_icon_0868_000_fo_n_00000000_f_n^u.png	868	0	fo	n	00000000	f	n	868
poke_icon_0869_000_fo_g_00000000_f_n^u.png	869	0	fo	g	00000000	f	n	869GM
poke_icon_0869_000_fo_n_00000000_f_n^u.png	869	0	fo	n	00000000	f	n	869
poke_icon_0869_000_fo_n_00000001_f_n^u.png	869	0	fo	n	00000001	f	n	869B
poke_icon_0869_000_fo_n_00000002_f_n^u.png	869	0	fo	n	00000002	f	n	869L
poke_icon_0869_000_fo_n_00000003_f_n^u.png	869	0	fo	n	00000003	f	n	869St
poke_icon_0869_000_fo_n_00000004_f_n^u.png	869	0	fo	n	00000004	f	n	869C
poke_icon_0869_000_fo_n_00000005_f_n^u.png	869	0	fo	n	00000005	f	n	869F
poke_icon_0869_000_fo_n_00000006_f_n^u.png	869	0	fo	n	00000006	f	n	869R
poke_icon_0869_001_fo_n_00000000_f_n^u.png	869	1	fo	n	00000000	f	n	869CS
poke_icon_0869_001_fo_n_00000001_f_n^u.png	869	1	fo	n	00000001	f	n	869CSB
poke_icon_0869_001_fo_n_00000002_f_n^u.png	869	1	fo	n	00000002	f	n	869CSL
poke_icon_0869_001_fo_n_00000003_f_n^u.png	869	1	fo	n	00000003	f	n	869CSSt
poke_icon_0869_001_fo_n_00000004_f_n^u.png	869	1	fo	n	00000004	f	n	869CSC
poke_icon_0869_001_fo_n_00000005_f_n^u.png	869	1	fo	n	00000005	f	n	869CSF
poke_icon_0869_001_fo_n_00000006_f_n^u.png	869	1	fo	n	00000006	f	n	869CSR
poke_icon_0869_002_fo_n_00000000_f_n^u.png	869	2	fo	n	00000000	f	n	869RC
poke_icon_0869_002_fo_n_00000001_f_n^u.png	869	2	fo	n	00000001	f	n	869RCB
poke_icon_0869_002_fo_n_00000002_f_n^u.png	869	2	fo	n	00000002	f	n	869RCL
poke_icon_0869_002_fo_n_00000003_f_n^u.png	869	2	fo	n	00000003	f	n	869RCSt
poke_icon_0869_002_fo_n_00000004_f_n^u.png	869	2	fo	n	00000004	f	n	869RCC
poke_icon_0869_002_fo_n_00000005_f_n^u.png	869	2	fo	n	00000005	f	n	869RCF
poke_icon_0869_002_fo_n_00000006_f_n^u.png	869	2	fo	n	00000006	f	n	869RCR
poke_icon_0869_003_fo_n_00000000_f_n^u.png	869	3	fo	n	00000000	f	n	869RuS
poke_icon_0869_003_fo_n_00000001_f_n^u.png	869	3	fo	n	00000001	f	n	869RuSB
poke_icon_0869_003_fo_n_00000002_f_n^u.png	869	3	fo	n	00000002	f	n	869RuSL
poke_icon_0869_003_fo_n_00000003_f_n^u.png	869	3	fo	n	00000003	f	n	869RuSSt
poke_icon_0869_003_fo_n_00000004_f_n^u.png	869	3	fo	n	00000004	f	n	869RuSC
poke_icon_0869_003_fo_n_00000005_f_n^u.png	869	3	fo	n	00000005	f	n	869RuSF
poke_icon_0869_003_fo_n_00000006_f_n^u.png	869	3	fo	n	00000006	f	n	869RuSR
poke_icon_0869_004_fo_n_00000000_f_n^u.png	869	4	fo	n	00000000	f	n	869MaC
poke_icon_0869_004_fo_n_00000001_f_n^u.png	869	4	fo	n	00000001	f	n	869MaCB
poke_icon_0869_004_fo_n_00000002_f_n^u.png	869	4	fo	n	00000002	f	n	869MaCL
poke_icon_0869_004_fo_n_00000003_f_n^u.png	869	4	fo	n	00000003	f	n	869MaCSt
poke_icon_0869_004_fo_n_00000004_f_n^u.png	869	4	fo	n	00000004	f	n	869MaCC
poke_icon_0869_004_fo_n_00000005_f_n^u.png	869	4	fo	n	00000005	f	n	869MaCF
poke_icon_0869_004_fo_n_00000006_f_n^u.png	869	4	fo	n	00000006	f	n	869MaCR
poke_icon_0869_005_fo_n_00000000_f_n^u.png	869	5	fo	n	00000000	f	n	869LC
poke_icon_0869_005_fo_n_00000001_f_n^u.png	869	5	fo	n	00000001	f	n	869LCB
poke_icon_0869_005_fo_n_00000002_f_n^u.png	869	5	fo	n	00000002	f	n	869LCL
poke_icon_0869_005_fo_n_00000003_f_n^u.png	869	5	fo	n	00000003	f	n	869LCSt
poke_icon_0869_005_fo_n_00000004_f_n^u.png	869	5	fo	n	00000004	f	n	869LCC
poke_icon_0869_005_fo_n_00000005_f_n^u.png	869	5	fo	n	00000005	f	n	869LCF
poke_icon_0869_005_fo_n_00000006_f_n^u.png	869	5	fo	n	00000006	f	n	869LCR
poke_icon_0869_006_fo_n_00000000_f_n^u.png	869	6	fo	n	00000000	f	n	869SC
poke_icon_0869_006_fo_n_00000001_f_n^u.png	869	6	fo	n	00000001	f	n	869SCB
poke_icon_0869_006_fo_n_00000002_f_n^u.png	869	6	fo	n	00000002	f	n	869SCL
poke_icon_0869_006_fo_n_00000003_f_n^u.png	869	6	fo	n	00000003	f	n	869SCSt
poke_icon_0869_006_fo_n_00000004_f_n^u.png	869	6	fo	n	00000004	f	n	869SCC
poke_icon_0869_006_fo_n_00000005_f_n^u.png	869	6	fo	n	00000005	f	n	869SCF
poke_icon_0869_006_fo_n_00000006_f_n^u.png	869	6	fo	n	00000006	f	n	869SCR
poke_icon_0869_007_fo_n_00000000_f_n^u.png	869	7	fo	n	00000000	f	n	869MiC
poke_icon_0869_007_fo_n_00000001_f_n^u.png	869	7	fo	n	00000001	f	n	869MiCB
poke_icon_0869_007_fo_n_00000002_f_n^u.png	869	7	fo	n	00000002	f	n	869MiCL
poke_icon_0869_007_fo_n_00000003_f_n^u.png	869	7	fo	n	00000003	f	n	869MiCSt
poke_icon_0869_007_fo_n_00000004_f_n^u.png	869	7	fo	n	00000004	f	n	869MiCC
poke_icon_0869_007_fo_n_00000005_f_n^u.png	869	7	fo	n	00000005	f	n	869MiCF
poke_icon_0869_007_fo_n_00000006_f_n^u.png	869	7	fo	n	00000006	f	n	869MiCR
poke_icon_0869_008_fo_n_00000000_f_n^u.png	869	8	fo	n	00000000	f	n	869RaS
poke_icon_0869_008_fo_n_00000001_f_n^u.png	869	8	fo	n	00000001	f	n	869RaSB
poke_icon_0869_008_fo_n_00000002_f_n^u.png	869	8	fo	n	00000002	f	n	869RaSL
poke_icon_0869_008_fo_n_00000003_f_n^u.png	869	8	fo	n	00000003	f	n	869RaSSt
poke_icon_0869_008_fo_n_00000004_f_n^u.png	869	8	fo	n	00000004	f	n	869RaSC
poke_icon_0869_008_fo_n_00000005_f_n^u.png	869	8	fo	n	00000005	f	n	869RaSF
poke_icon_0869_008_fo_n_00000006_f_n^u.png	869	8	fo	n	00000006	f	n	869RaSR
poke_icon_0870_000_uk_n_00000000_f_n^u.png	870	0	uk	n	00000000	f	n	870
poke_icon_0871_000_mf_n_00000000_f_n^u.png	871	0	mf	n	00000000	f	n	871
poke_icon_0872_000_mf_n_00000000_f_n^u.png	872	0	mf	n	00000000	f	n	872
poke_icon_0873_000_mf_n_00000000_f_n^u.png	873	0	mf	n	00000000	f	n	873
poke_icon_0874_000_mf_n_00000000_f_n^u.png	874	0	mf	n	00000000	f	n	874
poke_icon_0875_000_mf_n_00000000_f_n^u.png	875	0	mf	n	00000000	f	n	875
poke_icon_0875_001_mf_n_00000000_f_n^u.png	875	1	mf	n	00000000	f	n	875NF
poke_icon_0876_000_mo_n_00000000_f_n^u.png	876	0	mo	n	00000000	f	n	876
poke_icon_0876_001_fo_n_00000000_f_n^u.png	876	1	fo	n	00000000	f	n	876F
poke_icon_0877_000_mf_n_00000000_f_n^u.png	877	0	mf	n	00000000	f	n	877
poke_icon_0877_001_mf_n_00000000_f_n^u.png	877	1	mf	n	00000000	f	n	877HM
poke_icon_0878_000_mf_n_00000000_f_n^u.png	878	0	mf	n	00000000	f	n	878
poke_icon_0879_000_mf_g_00000000_f_n^u.png	879	0	mf	g	00000000	f	n	879GM
poke_icon_0879_000_mf_n_00000000_f_n^u.png	879	0	mf	n	00000000	f	n	879
poke_icon_0880_000_uk_n_00000000_f_n^u.png	880	0	uk	n	00000000	f	n	880
poke_icon_0881_000_uk_n_00000000_f_n^u.png	881	0	uk	n	00000000	f	n	881
poke_icon_0882_000_uk_n_00000000_f_n^u.png	882	0	uk	n	00000000	f	n	882
poke_icon_0883_000_uk_n_00000000_f_n^u.png	883	0	uk	n	00000000	f	n	883
poke_icon_0884_000_mf_g_00000000_f_n^u.png	884	0	mf	g	00000000	f	n	884GM
poke_icon_0884_000_mf_n_00000000_f_n^u.png	884	0	mf	n	00000000	f	n	884
poke_icon_0885_000_mf_n_00000000_f_n^u.png	885	0	mf	n	00000000	f	n	885
poke_icon_0886_000_mf_n_00000000_f_n^u.png	886	0	mf	n	00000000	f	n	886
poke_icon_0887_000_mf_n_00000000_f_n^u.png	887	0	mf	n	00000000	f	n	887
poke_icon_0888_000_uk_n_00000000_f_n^u.png	888	0	uk	n	00000000	f	n	888
poke_icon_0888_001_uk_n_00000000_f_n^u.png	888	1	uk	n	00000000	f	n	888C
poke_icon_0889_000_uk_n_00000000_f_n^u.png	889	0	uk	n	00000000	f	n	889
poke_icon_0889_001_uk_n_00000000_f_n^u.png	889	1	uk	n	00000000	f	n	889C
poke_icon_0890_000_uk_n_00000000_f_n^u.png	890	0	uk	n	00000000	f	n	890
poke_icon_0890_001_uk_n_00000000_f_n^u.png	890	1	uk	n	00000000	f	n	890E
poke_icon_0891_000_mf_n_00000000_f_n^u.png	891	0	mf	n	00000000	f	n	891
poke_icon_0892_000_mf_g_00000000_f_n^u.png	892	0	mf	g	00000000	f	n	892GM
poke_icon_0892_000_mf_n_00000000_f_n^u.png	892	0	mf	n	00000000	f	n	892
poke_icon_0892_001_mf_g_00000000_f_n^u.png	892	1	mf	g	00000000	f	n	892RGM
poke_icon_0892_001_mf_n_00000000_f_n^u.png	892	1	mf	n	00000000	f	n	892R
poke_icon_0893_000_uk_n_00000000_f_n^u.png	893	0	uk	n	00000000	f	n	893
poke_icon_0893_001_uk_n_00000000_f_n^u.png	893	1	uk	n	00000000	f	n	893D
poke_icon_0894_000_uk_n_00000000_f_n^u.png	894	0	uk	n	00000000	f	n	894
poke_icon_0895_000_uk_n_00000000_f_n^u.png	895	0	uk	n	00000000	f	n	895
poke_icon_0896_000_uk_n_00000000_f_n^u.png	896	0	uk	n	00000000	f	n	896
poke_icon_0897_000_uk_n_00000000_f_n^u.png	897	0	uk	n	00000000	f	n	897
poke_icon_0898_000_uk_n_00000000_f_n^u.png	898	0	uk	n	00000000	f	n	898
poke_icon_0898_001_uk_n_00000000_f_n^u.png	898	1	uk	n	00000000	f	n	898I
poke_icon_0898_002_uk_n_00000000_f_n^u.png	898	2	uk	n	00000000	f	n	898S
poke_icon_0899_000_mf_n_00000000_f_n^u.png	899	0	mf	n	00000000	f	n	899
poke_icon_0900_000_mf_n_00000000_f_n^u.png	900	0	mf	n	00000000	f	n	900
poke_icon_0901_000_mf_n_00000000_f_n^u.png	901	0	mf	n	00000000	f	n	901
poke_icon_0901_001_mo_n_00000000_f_n^u.png	901	1	mo	n	00000000	f	n	901B
poke_icon_0902_000_md_n_00000000_f_n^u.png	902	0	md	n	00000000	f	n	902
poke_icon_0902_001_fd_n_00000000_f_n^u.png	902	1	fd	n	00000000	f	n	902F
poke_icon_0903_000_mf_n_00000000_f_n^u.png	903	0	mf	n	00000000	f	n	903
poke_icon_0904_000_mf_n_00000000_f_n^u.png	904	0	mf	n	00000000	f	n	904
poke_icon_0905_000_fd_n_00000000_f_n^u.png	905	0	fd	n	00000000	f	n	905
poke_icon_0905_001_fd_n_00000000_f_n^u.png	905	1	fd	n	00000000	f	n	905T
poke_icon_0906_000_mf_n_00000000_f_n^u.png	906	0	mf	n	00000000	f	n	906
poke_icon_0907_000_mf_n_00000000_f_n^u.png	907	0	mf	n	00000000	f	n	907
poke_icon_0908_000_mf_n_00000000_f_n^u.png	908	0	mf	n	00000000	f	n	908
poke_icon_0909_000_mf_n_00000000_f_n^u.png	909	0	mf	n	00000000	f	n	909
poke_icon_0910_000_mf_n_00000000_f_n^u.png	910	0	mf	n	00000000	f	n	910
poke_icon_0911_000_mf_n_00000000_f_n^u.png	911	0	mf	n	00000000	f	n	911
poke_icon_0912_000_mf_n_00000000_f_n^u.png	912	0	mf	n	00000000	f	n	912
poke_icon_0913_000_mf_n_00000000_f_n^u.png	913	0	mf	n	00000000	f	n	913
poke_icon_0914_000_mf_n_00000000_f_n^u.png	914	0	mf	n	00000000	f	n	914
poke_icon_0915_000_mf_n_00000000_f_n^u.png	915	0	mf	n	00000000	f	n	915
poke_icon_0916_000_md_n_00000000_f_n^u.png	916	0	md	n	00000000	f	n	916
poke_icon_0916_001_fd_n_00000000_f_n^u.png	916	1	fd	n	00000000	f	n	916F
poke_icon_0917_000_mf_n_00000000_f_n^u.png	917	0	mf	n	00000000	f	n	917
poke_icon_0918_000_mf_n_00000000_f_n^u.png	918	0	mf	n	00000000	f	n	918
poke_icon_0919_000_mf_n_00000000_f_n^u.png	919	0	mf	n	00000000	f	n	919
poke_icon_0920_000_mf_n_00000000_f_n^u.png	920	0	mf	n	00000000	f	n	920
poke_icon_0921_000_mf_n_00000000_f_n^u.png	921	0	mf	n	00000000	f	n	921
poke_icon_0922_000_mf_n_00000000_f_n^u.png	922	0	mf	n	00000000	f	n	922
poke_icon_0923_000_mf_n_00000000_f_n^u.png	923	0	mf	n	00000000	f	n	923
poke_icon_0924_000_uk_n_00000000_f_n^u.png	924	0	uk	n	00000000	f	n	924
poke_icon_0925_000_uk_n_00000000_f_n^u.png	925	0	uk	n	00000000	f	n	925
poke_icon_0925_001_uk_n_00000000_f_n^u.png	925	1	uk	n	00000000	f	n	925F
poke_icon_0926_000_mf_n_00000000_f_n^u.png	926	0	mf	n	00000000	f	n	926
poke_icon_0927_000_mf_n_00000000_f_n^u.png	927	0	mf	n	00000000	f	n	927
poke_icon_0928_000_mf_n_00000000_f_n^u.png	928	0	mf	n	00000000	f	n	928
poke_icon_0929_000_mf_n_00000000_f_n^u.png	929	0	mf	n	00000000	f	n	929
poke_icon_0930_000_mf_n_00000000_f_n^u.png	930	0	mf	n	00000000	f	n	930
poke_icon_0931_000_mf_n_00000000_f_n^u.png	931	0	mf	n	00000000	f	n	931
poke_icon_0931_001_mf_n_00000000_f_n^u.png	931	1	mf	n	00000000	f	n	931B
poke_icon_0931_002_mf_n_00000000_f_n^u.png	931	2	mf	n	00000000	f	n	931Y
poke_icon_0931_003_mf_n_00000000_f_n^u.png	931	3	mf	n	00000000	f	n	931W
poke_icon_0932_000_mf_n_00000000_f_n^u.png	932	0	mf	n	00000000	f	n	932
poke_icon_0933_000_mf_n_00000000_f_n^u.png	933	0	mf	n	00000000	f	n	933
poke_icon_0934_000_mf_n_00000000_f_n^u.png	934	0	mf	n	00000000	f	n	934
poke_icon_0935_000_mf_n_00000000_f_n^u.png	935	0	mf	n	00000000	f	n	935
poke_icon_0936_000_mf_n_00000000_f_n^u.png	936	0	mf	n	00000000	f	n	936
poke_icon_0937_000_mf_n_00000000_f_n^u.png	937	0	mf	n	00000000	f	n	937
poke_icon_0938_000_mf_n_00000000_f_n^u.png	938	0	mf	n	00000000	f	n	938
poke_icon_0939_000_mf_n_00000000_f_n^u.png	939	0	mf	n	00000000	f	n	939
poke_icon_0940_000_mf_n_00000000_f_n^u.png	940	0	mf	n	00000000	f	n	940
poke_icon_0941_000_mf_n_00000000_f_n^u.png	941	0	mf	n	00000000	f	n	941
poke_icon_0942_000_mf_n_00000000_f_n^u.png	942	0	mf	n	00000000	f	n	942
poke_icon_0943_000_mf_n_00000000_f_n^u.png	943	0	mf	n	00000000	f	n	943
poke_icon_0944_000_mf_n_00000000_f_n^u.png	944	0	mf	n	00000000	f	n	944
poke_icon_0945_000_mf_n_00000000_f_n^u.png	945	0	mf	n	00000000	f	n	945
poke_icon_0946_000_mf_n_00000000_f_n^u.png	946	0	mf	n	00000000	f	n	946
poke_icon_0947_000_mf_n_00000000_f_n^u.png	947	0	mf	n	00000000	f	n	947
poke_icon_0948_000_mf_n_00000000_f_n^u.png	948	0	mf	n	00000000	f	n	948
poke_icon_0949_000_mf_n_00000000_f_n^u.png	949	0	mf	n	00000000	f	n	949
poke_icon_0950_000_mf_n_00000000_f_n^u.png	950	0	mf	n	00000000	f	n	950
poke_icon_0951_000_mf_n_00000000_f_n^u.png	951	0	mf	n	00000000	f	n	951
poke_icon_0952_000_mf_n_00000000_f_n^u.png	952	0	mf	n	00000000	f	n	952
poke_icon_0953_000_mf_n_00000000_f_n^u.png	953	0	mf	n	00000000	f	n	953
poke_icon_0954_000_mf_n_00000000_f_n^u.png	954	0	mf	n	00000000	f	n	954
poke_icon_0955_000_mf_n_00000000_f_n^u.png	955	0	mf	n	00000000	f	n	955
poke_icon_0956_000_mf_n_00000000_f_n^u.png	956	0	mf	n	00000000	f	n	956
poke_icon_0957_000_fd_n_00000000_f_n^u.png	957	0	fd	n	00000000	f	n	957
